Location,BHK,sq_ft,bath,balcony,Price
Whitefield,3,1640,4,2,91
Silver Springs Layout,3,1570,3,2,62
Gubbalala,3,1470,2,2,82
Kengeri,2,1160,2,2,40.61
7th Phase JP Nagar,2,1050,2,1,71
Dairy Circle,3,1855,3,1,225
Bannerghatta Road,3,1460,2,1,90
Hulimavu,3,1823,3,2,100
Electronic City,2,1094,2,2,42
Budigere,2,1153,2,2,57
Hoysalanagar,3,1325,3,1,57
Parappana Agrahara,4,1200,3,2,85
Jakkur,3,1590,2,2,125
Jeevan bima nagar,5,1210,4,2,160
Raja Rajeshwari Nagar,4,1200,4,0,220
Narayana Nagar 1st Block,2,1202,2,1,48
Haralur Road,2,1202,2,1,53
KSRTC Layout,2,1200,2,3,62.5
Panathur,3,1688,3,1,118
Kaval Byrasandra,2,1020,2,1,52
Sarjapur,2,1185,2,2,47
Ramagondanahalli,2,1235,2,1,52.04
Hosakerehalli,4,3205,5,1,500
Banashankari,2,1077,2,2,37.64
Kengeri Satellite Town,3,1415,2,3,66
EPIP Zone,3,2330,3,2,162
Whitefield,2,805,2,2,35
P&T Colony,1,425,1,0,20.03
Whitefield,2,1155,2,3,59.95
Cunningham Road,4,5270,4,3,1250
Anekal,2,656,2,1,22
New Gurappana Palya,2,1100,2,0,48
Mahadevpura,2,1150,2,3,52
Chelekare,1,600,1,1,60
Ambedkar Colony,2,1468,2,1,140
Palanahalli,4,4300,5,2,550
Whitefield,3,2280,4,2,126
Hegde Nagar,2,1341,2,1,97
Jakkur,2,1279,2,1,77
Electronic City Phase II,4,2225,4,0,98.88
Thanisandra,2,1185,2,2,43.51
Vadarpalya,3,1750,3,2,85
Kudlu,2,1152,2,1,53.5
Shivanagar,5,1000,4,1,160
Hulimavu,2,1300,2,3,36
Varthur Road,4,2760,4,2,155
5th Phase JP Nagar,2,1070,2,2,39
Uttarahalli,2,1101,2,0,45
V.V Puram,2,775,2,1,55
Yeshwanthpur,1,667,1,1,36.85
Electronic City,2,1070,2,1,55
Old Airport Road,3,1875,2,2,110
Kundalahalli,2,735,2,1,57.99
Sarjapur,5,4360,4,1,90
Koramangala,3,1750,3,2,130
Marathahalli,2,1215,2,1,67
Sector 3 HSR Layout,9,600,9,3,190
Vishwapriya Layout,2,820,2,1,30
Battarahalli,3,1779,3,2,89.61
HMT Layout,2,1105,2,2,58
Basavanagara,1,1000,2,1,93
Whitefield,3,1650,3,2,60
Jalahalli,2,1694,2,2,150
Hosakerehalli,3,2376,3,1,203
Cox Town,3,1975,3,3,150
Kammasandra,2,674,2,1,33
Kaggadasapura,2,1185,2,1,41
 Thanisandra,1,445,1,1,28
Mylasandra,6,900,7,2,76
HSR Layout,3,1475,3,2,75
Gottigere,3,1618,3,3,82.5
Koramangala,2,1120,2,0,65
Marathahalli,4,2181,3,2,152
Vidyaranyapura,4,1200,4,0,90
Nagondanahalli,6,600,4,3,65
Bannerghatta Road,3,1556,2,1,59.13
Bannerghatta Road,2,1179,2,1,66.02
Thanisandra,2,1296,2,2,83
Kaggadasapura,2,1275,2,2,52
Kalasipalya,7,1875,2,2,300
Kathriguppe,3,1400,2,2,77
Gottigere,2,1222,2,1,63
Electronic City,2,940,2,1,41
Thanisandra,2,1185,2,2,42.6
Tumkur Road,3,1779,3,2,112
Begur Road,3,1615,3,2,59.76
Haralur Road,2,1056,2,1,61
7th Phase JP Nagar,2,1100,2,0,46
Arekere,2,920,2,1,40
ITI Layout,3,1602,2,0,75
Padmanabhanagar,2,1176,2,0,62
HBR Layout,4,675,3,1,59
Richmond Town,3,1352,3,0,135
Kasavanhalli,3,1717,3,3,99
4 Bedroom Farm House in Bagalur,4,10961,4,1,80
Bhoganhalli,4,2119,4,3,111
Vittasandra,2,1246,2,1,67.3
Anandapura,2,1141,2,1,42.79
Hennur Road,2,1157,2,1,84
Chandapura,2,1025,2,2,27.68
Yelahanka New Town,1,650,1,2,33
Hebbal,2,1349,2,1,98
Narayanapura,3,1566,3,1,83.3
Sahakara Nagar,4,2830,3,3,195
Electronic City,3,1320,2,1,38.13
manyata park,3,1780,3,1,84.83
Varthur,2,1091,2,1,34.9
Rachenahalli,4,3670,4,3,300
7th Phase JP Nagar,2,918,2,1,50.49
Yeshwanthpur,4,1950,4,0,130
Panathur,3,1695,3,1,90
Yelahanka,3,1705,3,2,95
Kalyan nagar,3,1375,3,2,75
Kanakpura Road,1,525,1,1,30
Whitefield,2,1447,2,1,83
Thanisandra,2,1114,2,1,39
7th Phase JP Nagar,3,1450,2,1,100
Belathur,2,460,1,0,15
Vasanthapura,2,1022,2,2,40
Hebbal,2,1000,2,2,45
Electronic City,2,1128,2,1,68.75
Kanakpura Road,2,1180,2,2,57
TC Palaya,6,1000,6,1,69
Nagarbhavi,2,1200,2,1,150
Sadashiva Nagar,3,3761,3,2,660
Kanakpura Road,2,1339,2,3,75
Yelachenahalli,3,1400,2,3,55
7th Phase JP Nagar,2,1040,2,1,39.52
Kadugodi,2,1198,2,2,58
Shirdi Sai Layout,4,1200,3,2,95
Sarjapur  Road,3,1691,3,2,113
Bisuvanahalli,3,1075,3,2,36
1st Block Jayanagar,3,1630,3,2,194
8th Phase JP Nagar,3,1240,3,2,43.5
Bannerghatta Road,2,1115,2,0,58.935
Mallasandra,3,1665,3,2,86.58
Marathahalli,3,2489,3,2,94
Brookefield,2,1142,2,2,70
Kodbisanhalli,3,1976,3,1,184
Sathya Sai Layout,4,5500,4,2,600
Kothannur,3,1853,3,2,82
Vijayanagar,8,600,4,1,72
Kasturi Nagar,2,1567,2,2,92
Talaghattapura,2,1090,2,1,27.24
Raja Rajeshwari Nagar,6,1200,4,2,125
Indiranagar HAL 2nd Stage,4,2400,4,1,640
Electronics City Phase 1,2,1175,2,2,51.47
Subramanyapura,2,1200,2,2,52
Kodichikkanahalli,2,995,2,1,41
Magadi Road,2,884,2,1,41.1
Vishwanatha Nagenahalli,5,900,3,2,80
Yeshwanthpur,2,1170,2,2,57
KR Puram,2,1225,2,1,46.55
Electronic City,2,1342,2,1,73.3
Uttarahalli,2,1345,2,1,67
Kodigehaali,3,1320,3,0,65
Singapura Village,2,1100,2,1,45
Raja Rajeshwari Nagar,2,1140,2,1,49.39
Battarahalli,2,1300,2,1,50
Hosa Road,3,1652,3,2,85
Thigalarapalya,3,2072,4,2,142
Arekere,3,1740,2,1,95
Electronic City,3,1360,2,1,71
Hosur Road,3,1145,2,2,60
Uttarahalli,3,1540,2,0,40
Sarjapur  Road,2,1278,2,2,95
Electronic City Phase II,1,630,1,1,40
Kanakpura Road,3,1100,3,2,58
Bendiganahalli,3,1200,3,0,95
Hosakerehalli Layout,7,2500,6,2,115
Chandapura,1,645,1,2,15.135
Chandapura,2,1015,2,2,25.88
Hosur Road,5,3300,5,2,240
Basaveshwara Nagar,5,4500,5,1,415
Gunjur,3,1356,2,3,66
Hennagara,2,823,2,1,28
TC Palaya,3,1200,2,0,66
Ramamurthy Nagar,2,1050,2,0,37
Ferrar Nagar,2,1180,2,1,69
Whitefield,2,1116,2,3,51.91
7th Phase JP Nagar,2,1070,2,1,42.79
Varthur,2,1385,2,3,80
Varthur,1,1000,1,1,70
Whitefield,3,1897,3,2,130
Magadi Road,2,1005,2,1,55.78
Green Glen Layout,3,1575,3,2,125
Subramanyapura,2,975,2,1,65
Hennur Road,3,1904,3,2,120
Kengeri Satellite Town,1,930,1,1,30
Kanakpura Road,1,525,1,1,26
BAGUR,1,686,1,1,17
Electronic City Phase II,2,2400,3,1,150
8th block Koramangala,2,1410,1,0,233
Sarjapur  Road,3,2238,3,1,140
Harlur,2,1174,2,1,69
Thubarahalli,4,3800,4,3,239
Whitefield,3,2225,2,1,125
M.G Road,2,1250,2,0,200
Jigani,2,918,2,2,52
Mahadevpura,2,1250,2,3,52
Sarjapur  Road,3,1800,3,2,110
Marathahalli,2,1170,2,3,53
Byatarayanapura,1,1300,1,0,200
Bannerghatta Road,2,793,2,1,45
Jakkur,3,1710,3,2,107
Kambipura,3,1082,2,1,57.5
Naganathapura,2,1001,2,2,33.03
Srinivasa Nagar,4,1500,4,2,180
Yelahanka,3,1590,2,2,54
Basavanagara,3,2400,2,0,80
Horamavu Banaswadi,3,1554,3,2,55
Thanisandra,2,1000,2,1,43.415
Bellandur,5,4239,5,2,423
Konanakunte,2,884,1,0,58
Hosa Road,2,1045,2,1,98.89
Marathahalli,2,1019,2,2,49.86
Ambedkar Nagar,3,1935,4,2,130
Uttarahalli,3,1135,2,2,39.73
Lakshminarayana Pura,3,1680,3,2,150
Hebbal,4,2470,5,2,247
1st Phase JP Nagar,4,2825,4,3,250
Hosakerehalli,3,2480,3,1,330
5th Phase JP Nagar,9,1260,11,3,290
Ramamurthy Nagar,5,1800,4,3,187
Kasavanhalli,3,1799,3,3,90
Whitefield,4,3606,3,3,304
Attibele,1,400,1,1,11
Kundalahalli,2,1047,2,1,82
Kaverappa Layout,2,1282,2,2,87
NGR Layout,2,1020,2,1,45.9
Kammanahalli,4,1080,3,1,155
Whitefield,2,1495,2,1,79.5
Kasavanhalli,4,3260,4,1,240
Divya Unnathi Layout,3,1611,2,2,64.44
Koramangala,4,3500,5,2,425
Vasantha Vallabha Nagar,3,1500,2,2,95
Sahakara Nagar,3,1500,2,2,95
Yelahanka,4,3206,5,2,270
Uttarahalli,3,1540,3,0,50
Hosa Road,3,1639,3,1,80
Marathahalli,4,700,4,3,72
Raja Rajeshwari Nagar,2,1303,2,2,55.79
Koramangala,2,1005,1,1,110
Kammasandra,1,650,1,0,18.41
Chandapura,3,1305,3,1,33.28
Kothannur,3,600,4,0,95
sapthagiri Layout,2,1300,1,1,115
Brookefield,3,1440,2,3,68
Seegehalli,2,901,2,1,35.14
Rajaji Nagar,3,1725,3,3,200
Sarjapur,3,900,2,1,42
BEML Layout,2,1060,2,1,55
NGR Layout,2,1020,2,1,48.45
Varthur,3,1535,3,2,65.99
Alur,1,530,1,1,20
Haralur Road,3,1464,3,2,56
Devarabisanahalli,2,1350,2,3,80
Sarjapur  Road,2,1115,2,2,50
Uttarahalli,2,1175,2,2,47
Whitefield,2,1113,2,1,62
Uttarahalli,6,1200,4,2,225
Ramamurthy Nagar,5,1640,4,3,240
Giri Nagar,2,650,2,0,42
Marathahalli,2,1325,2,2,71.55
Electronics City Phase 1,2,950,2,3,31
Jakkur,3,1396,2,1,86.51
Rachenahalli,2,1050,2,2,52.07
Thanisandra,3,1825,3,2,100
7th Phase JP Nagar,2,1190,2,1,49.98
Marathahalli,2,1220,2,1,56.5
NRI Layout,3,1565,2,2,75
Hennur Road,3,1891,3,1,109
Sidedahalli,2,900,2,0,27
Hosa Road,2,1161,2,1,55.15
Sarjapur,1,633,1,2,17.535
Dwarka Nagar,8,2400,6,3,125
Rajaji Nagar,4,315,4,2,90
Yeshwanthpur,1,665,1,1,36.85
Mysore Road,2,1175,2,1,73.5
Hoodi,2,1425,2,2,80
Chikkabanavar,1,1200,1,0,20
ITPL,3,1200,3,1,56.12
Somasundara Palya,2,1255,2,2,67
Hegde Nagar,3,2112.95,4,2,145
Raja Rajeshwari Nagar,1,600,1,1,22
Haralur Road,3,1810,3,2,100
Indira Nagar,2,1200,2,2,93
Harlur,2,1033,2,2,49
ITPL,3,1548,3,2,89.5
Horamavu Banaswadi,3,1611,3,3,66
Electronic City Phase II,3,1400,2,1,40.43
Vidyaranyapura,3,1485,2,2,67
Margondanahalli,2,2400,2,1,82
Pattandur Agrahara,2,1025,2,1,44.5
Thurahalli,4,600,3,2,65
Hallehalli,2,1225,2,2,53
5th Phase JP Nagar,2,1256,2,1,62.8
Whitefield,4,2268,3,2,163
Kanakpura Road,3,1100,3,2,53
Vadarpalya,2,1141,2,0,62
Attibele,1,400,1,1,12
Chandapura,2,1400,2,0,60
Kattigenahalli,7,4100,7,2,140
Marathi Layout,1,532,1,0,110
Weavers Colony,1,15,1,0,30
Raghavendra Nagar,2,1175,2,2,48.27
Sahakara Nagar,2,1100,2,1,56
Kanakpura Road,3,1843,3,2,95.84
1st Phase JP Nagar,8,1200,7,2,240
Horamavu Banaswadi,2,1460,2,1,80.5
Rachenahalli,3,1530,2,2,74.5
HSR Layout,2,1467,2,1,55
KR Layout,1,950,1,1,40
Vittasandra,2,1246,2,1,64.5
Kanakapura,1,711,1,1,38
Haralur Road,2,1194,2,2,46
Babusapalaya,3,1358,2,1,43.4
Nagasandra,6,1500,5,1,130
Hoodi,2,1420,2,2,75
Kathriguppe,3,1250,2,1,68.75
Akshaya Nagar,2,1280,2,2,58
Nagappa Reddy Layout,2,1209,2,1,50
Kempapura,5,4200,5,2,225
BTM 1st Stage,4,1215,4,3,205
Panathur,3,1315,2,1,54.8
Kariyammana Agrahara,3,1800,3,3,90
Hessarghatta,5,1600,4,0,125
TC Palaya,3,1600,2,2,65
Binnamangala,6,3968,5,2,900
Suraksha Nagar,3,1563,3,2,52
Whitefield,3,1560,2,2,72
Brookefield,3,2169,4,2,115
Lakshmi Layout,9,900,10,2,170
Rachenahalli,2,1050,2,2,55.5
Iblur Village,3,3235,3,1,235
TC Palaya,3,1200,3,0,66
HSR Layout,2,1140,2,2,46
7th Phase JP Nagar,3,1500,3,1,170
Horamavu Agara,3,1560,3,2,75
JP Nagar,2,1100,2,2,70
Kasavanhalli,3,1260,2,3,40.32
Hebbal,2,1036,2,1,50
Akshaya Nagar,3,1662,3,3,85.1
Yelachenahalli,3,1464,2,3,105
Yelahanka,2,1234,2,2,80
Sarjapur  Road,3,1403,3,1,55
Kadugondanahalli,4,915,4,1,54.9
2nd Stage Nagarbhavi,6,3000,8,3,451
Seegehalli,3,1150,2,2,42.9
Hebbal,4,3900,4,2,410
Yeshwanthpur,5,850,4,2,90
Kanakapura,2,929,2,1,46
2nd Stage Nagarbhavi,6,2400,8,3,450
TC Palaya,3,1350,2,1,75
Vasanthapura,2,1135,2,1,39.73
Basava Nagar,2,1405,2,2,70
Whitefield,2,1200,2,1,45.84
Haralur Road,4,2805,4,3,154
Yeshwanthpur,2,1161,2,2,64.08
Kanakpura Road,2,1290,2,3,74
Yeshwanthpur,3,2557,3,2,141
2nd Block Hrbr Layout,3,1480,3,2,90
BTM 1st Stage,9,3300,14,2,500
Old Madras Road,3,1350,3,0,54.54
Kadugodi,3,1580,2,2,65
Banashankari,3,1470,2,1,88.64
Ananth Nagar,1,500,1,1,14
Sarjapur  Road,2,1346,2,1,61.92
Canara Bank Layout,3,1600,3,3,90
Naganathapura,2,720,2,1,120
Narasapura,2,3000,2,2,29.5
Manjunath Nagar,4,1200,4,0,135
Basapura,2,1200,2,2,35
Channasandra,3,1340,2,2,48.33
Devanahalli,4,6136,4,2,560
Jigani,2,918,2,2,48
Singena Agrahara,3,1500,3,2,115
Yelahanka,2,1315,2,2,85
Sector 1 HSR Layout,4,2400,5,2,775
Uttarahalli,3,1390,2,2,62.55
Uttarahalli,3,1330,2,1,56
Jalahalli,5,3100,4,2,265
Mango Garden Layout,3,1824,3,3,125
7th Phase JP Nagar,3,1420,2,2,96
Kacharakanahalli,1,750,1,0,56.25
Jalahalli East,3,1260,2,1,60
Hennur Road,3,1561,3,2,95
5th Phase JP Nagar,9,812,6,3,165
"Bidere Agarahara, Behind Safal market",2,1060,2,2,42
Hoodi,8,1120,8,3,145
Haralur Road,2,1225,2,1,67.38
Thanisandra,3,2144,3,2,135
Kengeri,7,1200,6,2,140
Electronic City,2,880,2,2,29
Hoodi,3,1639,3,2,110
Thanisandra,3,1240,2,1,62
Kanakpura Road,2,1500,2,2,69
Haralur Road,2,1243,2,1,46
Marathahalli,3,1575,3,1,78
Haralur Road,2,1027,2,2,44
Kambipura,3,1082,2,1,56
Konanakunte,3,1637,3,3,73
Kanakpura Road,3,1665,3,2,86.58
Electronic City,2,1265,2,0,56.93
Electronic City,3,1691,2,2,102
Thanisandra,2,1100,2,1,38
Grihalakshmi Layout,5,2400,2,2,150
Gopalkrishna Nagar,3,1500,3,2,62
Hosakerehalli,4,3205,5,1,380
Kammanahalli,5,1666,4,1,150
Choodasandra,2,1115,2,2,50
Mysore Road,2,1070,2,1,45
Indira Nagar,2,1128,2,2,105
Budigere,2,1162,2,1,57
Sai Gardens,2,1339,2,2,55
Mahadevpura,2,1192,2,2,75
Haralur Road,3,1920,3,1,115
Hennur,2,1255,2,1,52.32
Rajaji Nagar,2,1357,2,1,115
Dodda Kempaiah Layout,3,1600,3,2,75
Hanumanth Nagar,2,1225,2,2,55.11
Whitefield,4,2400,4,3,200
Kasturi Nagar,3,1570,3,3,80
Thanisandra,2,1093,2,2,70
Basaveshwara Nagar,3,1865,3,3,145
R.T. Nagar,6,1200,7,3,165
Kaikondrahalli,2,1039,2,2,80
Vittasandra,2,1246,2,1,64.5
Whitefield,3,1985,3,2,75
Hosakerehalli,3,1590,3,3,49
Hunasamaranahalli,4,4000,4,2,675
Electronic City Phase II,2,775,2,2,38
RWF West Colony,2,1000,2,1,50
Hebbal Kempapura,3,1800,3,2,175
Bommasandra,2,1035,2,1,41
Dasarahalli,3,1520,2,1,75
Whitefield,2,1360,2,1,95
Bileshivale,4,6000,5,3,400
Kodigehaali,2,1117,2,2,56
KR Puram,4,1200,4,3,120
EPIP Zone,2,1330,2,1,92.5
Marathahalli,3,1937,3,2,160
Electronic City,2,1128,2,1,65.49
Neeladri Nagar,2,1053,2,1,45
Panathur,2,1198,2,1,77
Marathahalli,2,1152,2,1,56
1st Block Jayanagar,6,1200,6,2,125
Frazer Town,2,1625,2,1,75
Kundalahalli,3,1397,3,3,105
Yeshwanthpur,3,1523,3,3,170
Kambipura,2,883,2,1,45
Kaggalipura,1,700,1,0,38
Yelahanka,2,1170,2,1,62.5
Kanakpura Road,3,1200,2,2,42
Manayata Tech Park,3,2400,3,2,170
Kullappa Colony,2,1480,2,2,65
Akshaya Nagar,3,1897,3,2,120
Rachenahalli,2,996,2,1,67
Haralur Road,3,1875,3,2,110
Williams Town,3,1500,2,2,98
Jaya Nagar East,3,3095,3,3,350
Ambalipura,3,1390,2,1,175
Yelahanka,1,697,1,0,45
Sarjapur  Road,1,710,1,1,27
Iggalur,2,910,2,1,30.5
Sompura,3,1025,2,1,48
Harlur,4,1200,4,3,244
Horamavu Agara,3,1453,2,1,46.48
Sarjapur  Road,4,3335,5,2,300
Bellandur,2,1281,2,1,74
Cooke Town,1,565,1,1,35
Varthur,2,1024,2,2,42
Electronic City,3,1620,3,2,62
Whitefield,2,1254,2,2,40
Banashankari,3,1300,2,2,75
Doddakallasandra,2,1233,2,2,43
Chokkanahalli,1,1200,1,1,28
Hosur Road,3,1510,2,1,105
Kaggalipura,2,950,2,1,65
Battarahalli,3,1945,3,2,97.42
Uttarahalli,2,1008,2,3,45
Thanisandra,3,1265,2,1,79
Hebbal,3,1255,2,1,77.68
Kanakpura Road,4,2689,6,2,220
Yelenahalli,2,1200,2,2,46.17
Sarjapur  Road,3,1403,3,3,51.63
Kudlu Gate,3,1535,3,2,85
Chikkaballapur,3,1500,3,3,100
Chamrajpet,3,1475,2,2,120
Uttarahalli,3,1390,2,2,60.47
Raja Rajeshwari Nagar,3,1278,2,1,53.76
VGP Layout,2,1133,2,2,55
Classic Paradise Layout,5,1560,5,1,145
Byappanahalli,5,2900,5,2,90
Kogilu,2,1170,2,1,51.99
Sahakara Nagar,3,1200,3,3,200
Whitefield,3,1697,3,2,94.79
Thanisandra,3,1651,3,3,97.38
Vasanth nagar,3,1560,3,1,188
Hennur Road,3,1192,2,1,60
OMBR Layout,2,1078,2,3,65
Kumaraswami Layout,7,800,7,3,105
Kasavanhalli,2,1349,2,2,78
Ulsoor,9,2300,8,1,210
7th Phase JP Nagar,3,1680,3,2,120
Rayasandra,3,1314,2,2,63
Garudachar Palya,2,1060,2,1,48.7
Kalyan nagar,2,820,2,0,39
Whitefield,4,5000,4,3,400
BEML Layout,3,2000,3,2,85
Kalkere,2,856,2,3,40
Rajaji Nagar,3,1621,4,0,130
ITPL,3,1200,3,1,68.4
Bannerghatta Road,3,1484,3,2,52.5
T.C. Palya,4,600,5,2,60
Siddapura,4,14000,3,2,800
Yelahanka New Town,1,500,1,1,20
Makali,1,485,1,1,15
7th Phase JP Nagar,2,1050,2,1,42
Uttarahalli,3,1617,3,3,66.68
Electronic City,2,550,1,1,16
RWF West Colony,3,1384,3,2,62.28
Devanahalli,2,1408,2,2,85
Uttarahalli,2,1150,2,1,49
Akshaya Nagar,3,1410,2,2,75
Kaggadasapura,4,2150,4,1,100
Koramangala,3,2292,4,1,275
Malleshwaram,3,2006,3,2,297
Maragondanahalli,3,1508,3,2,70.25
Ramamurthy Nagar,2,1040,2,2,50
TC Palaya,2,1240,2,1,60
Kudlu Gate,3,1535,3,1,78
Lakshminarayana Pura,2,1180,2,2,75
Abbigere,6,2200,6,2,68
Bannerghatta Road,2,1400,2,2,78
Raja Rajeshwari Nagar,1,500,1,1,25
Whitefield,4,4800,4,3,525
Sarjapur  Road,3,1984,4,1,146
Whitefield,4,3000,5,3,250
Garudachar Palya,3,1960,3,3,160
Sarjapur  Road,2,1035,2,1,45
Vibuthipura,4,2150,4,1,80
Whitefield,3,1700,3,2,115
Hosakerehalli,4,3024,5,1,248
Tumkur Road,3,1586,3,1,100
Hennur,3,2264,2,2,155
Chikka Tirupathi,4,2325,4,1,120
Yelahanka,2,1120,2,2,55
Yelahanka,3,1440,2,2,67.98
Sarjapur  Road,2,1128,2,2,59
5th Block Hbr Layout,6,1200,6,2,250
Jigani,2,924,2,2,65
Suraksha Nagar,3,1600,3,2,52
Pai Layout,2,1006,2,2,35
Amruthahalli,2,1200,2,2,55
Jalahalli West,2,1250,2,1,62
Defence Layout,3,1200,3,1,130
Kannamangala,2,957,2,1,56
Whitefield,2,1140,2,2,41
Roopena Agrahara,2,1050,2,1,67
Kasturi Nagar,3,1565,3,2,88.5
Whitefield,2,1190,2,3,57
Whitefield,3,2842,3,2,162
Kanakpura Road,3,1558.67,2,2,65
Electronics City Phase 1,1,630,1,1,39
Whitefield,3,1403,2,2,60.81
Kanakpura Road,3,1542,2,3,85
Haralur Road,4,2750,4,0,220
Iblur Village,4,3596,5,1,290
Kengeri Satellite Town,3,1635,2,2,78
Mysore Road,2,1239,2,1,53
Haralur Road,2,1194,2,2,47
Dooravani Nagar,3,1596,3,1,105
Channasandra,2,1009,2,1,38.34
Hosa Road,3,1726,3,2,81.99
Kudlu Gate,3,1535,3,2,86
Banashankari Stage V,3,1300,2,1,58.5
Whitefield,4,3100,4,2,465
Coconut Garden,3,1800,3,3,80
Binny Pete,1,665,1,0,50.75
Chamrajpet,9,4050,7,1,1200
TC Palaya,3,1500,2,1,100
Kalkere,2,925,2,2,48
Old Airport Road,4,3356,4,2,251
Gollahalli,2,1395,2,1,63.59
Sonnenahalli,3,1415,2,1,55
Begur,3,1419,2,2,59
Kasavanhalli,2,1121,2,2,78
Kambipura,3,1082,2,1,45
KR Puram,2,1100,2,1,47
Hoodi,3,1606,3,3,89.55
Billekahalli,3,1650,3,2,88
D Souza Layout,3,4634,4,3,1015
Old Airport Road,2,1206,2,3,75
Sarjapur  Road,3,1495,2,0,64
Malleshwaram,8,840,7,2,195
Electronic City,2,710,2,2,16
Balagere,2,1210,2,1,72
Nagarbhavi,3,1523,2,2,53.4
Whitefield,2,1232,2,2,45
Rachenahalli,1,680,1,1,44
Hebbal,3,1355,3,1,83.87
Thanisandra,3,1430,2,2,51.46
Kothannur,3,1275,2,2,43.85
Electronic City,2,1070,2,1,56.1
Bettahalsoor,3,1200,3,1,85
Electronic City,4,2000,4,0,120
Bommanahalli,2,1200,2,2,40
Marathahalli,3,1610,3,1,90
Haralur Road,2,1140,2,2,43
Raja Rajeshwari Nagar,2,1143,2,2,38.65
Jakkur,4,3467.86,6,3,249
Rachenahalli,3,1530,2,2,74.4
7th Phase JP Nagar,2,980,2,2,69
Whitefield,3,1485,3,2,65
Whitefield,3,1500,3,1,130
Whitefield,2,1280,2,1,75
Thanisandra,2,1265,2,2,85
"ECC Road, Whitefield, ",2,1132,2,1,67
Ashwath Nagar,2,1262,2,2,63
JP Nagar,2,940,2,1,49
Seetharampalya,3,1515,3,3,88
Jigani,3,1300,3,3,150
Kothanur,3,1840,3,1,69
Electronic City,2,890,2,2,45
Rukmaiah Layout,3,1655,3,2,86.06
Hennur Road,3,2060,3,1,149
Bommanahalli,3,1730,3,1,96
Yelahanka,3,2195,4,2,127
Kathriguppe,3,1650,3,2,125
KR Puram,2,1200,2,0,71
Hosa Road,2,1079,2,1,32.37
Panathur,2,1085,2,1,36
Maruthi Sevanagar,7,5000,7,2,299
Yelahanka,2,1075,2,1,51.5
Devanahalli Int. Airport,2,1380,2,1,80
Puttanahalli,3,1450,3,1,65
Thubarahalli,2,1200,2,2,78
Benson Town,3,3200,4,2,350
Hoodi,3,1639,3,1,98.32
Jakkuru Layout,2,1200,2,1,54
Vijayanagar,3,1739,3,1,116
Palanahalli,4,4346,5,2,500
Old Madras Road,2,935,2,1,32.72
 Thanisandra,1,510,1,1,25.25
Devasandra Extension,6,1200,6,3,180
Nagondanahalli,2,1178,2,3,47
Chikkalasandra,3,1375,2,1,50
Chandapura,3,1065,2,1,33
2nd Phase Judicial Layout,3,1450,2,1,50.75
BEML Layout,2,999,2,3,45
Amruthahalli,2,4400,3,2,475
Marathahalli,5,1350,4,1,135
Kothannur,2,1100,2,2,40
Koramangala,3,1835,2,3,155
Hoodi,4,2090,4,0,95.1
Lingadheeranahalli,3,1519,3,1,93
Dommasandra,3,1267,3,2,56
Sanjay nagar,2,1150,2,3,72.2
Marathahalli,2,1146,2,1,70
1st Block HRBR Layout,8,1200,7,0,235
Kannamangala,3,1550,3,3,65
Chandapura,2,850,1,1,18.5
Richmond Town,3,2200,3,2,187
"Sarjapur Road, ",3,3329,3,2,330
Electronics City Phase 1,1,785,1,1,55
Hebbal Kempapura,3,2900,4,2,300
Raja Rajeshwari Nagar,3,1610,3,2,74
Bellandur,2,921,2,2,40
Kengeri Satellite Town,3,850,3,2,95
Bannerghatta Road,5,2700,5,0,158
Sarjapur  Road,3,1700,3,3,110
Sarjapur,2,1020,2,2,35
Billekahalli,2,1090,2,3,52
Bagalur Main Road,4,3600,4,2,300
Haralur Road,2,1027,2,2,44
Thanisandra,2,1185,2,2,42.1
Doddathoguru,2,850,2,1,25
Harlur,2,1197,2,1,84
Byadarahalli,4,3500,3,3,450
Poorna Pragna Layout,2,920,2,2,39.55
Chamrajpet,9,716,9,1,296
Raja Rajeshwari Nagar,2,1105,2,1,65
Yeshwanthpur,3,1850,3,3,100
Judicial Layout,3,1300,3,1,64
"Varthur Road, ",3,1595,3,2,76
Kodihalli,4,3073,5,2,696
Horamavu Agara,2,755,2,1,37.49
Nagasandra,5,4050,5,2,140
Kanakpura Road,3,1300,2,3,69
Bannerghatta Road,2,1215,2,0,50
Kanakpura Road,2,900,2,1,46
Banashankari Stage III,2,1145,2,3,58.4
Chikka Banaswadi,2,1093,2,2,65
Babusapalaya,3,1213,2,2,41.39
Bannerghatta Road,3,1654,3,2,100
NGR Layout,2,1105,2,1,52.48
Babusapalaya,3,1611,2,2,66
Outer Ring Road East,2,1367,2,2,62
Devanahalli,2,1010,2,1,51
Kavika Layout,3,750,2,1,75
Vinayaka Nagar,3,1535,3,1,95
Anekal,2,620,2,1,22
Horamavu Agara,2,982,2,1,47.65
Banashankari Stage II,2,1700,2,2,150
Whitefield,2,1330,2,1,71
JP Nagar,3,2500,3,2,135
Poorna Pragna Layout,3,1475,2,2,58.99
Bhoganhalli,3,1410,3,1,65
Yelahanka New Town,1,440,1,1,16.5
Yelahanka,3,1614,3,2,95
Neeladri Nagar,2,1363,2,2,68
Kogilu,2,650,2,0,28
Dodda Kempaiah Layout,2,1015,2,1,45
Horamavu Banaswadi,2,1156,2,2,46
